Band	Timecode	Sprecher	Transkript	Übersetzung	Hauptüberschrift	Zwischenüberschrift	Hauptüberschrift (Übersetzung)	Zwischenüberschrift (Übersetzung)	Registerverknüpfungen	Anmerkungen	Anmerkungen (Übersetzung)
3	00:40:54.20	INT_AKE	Da hat aber die Mutter drauf geachtet, dass (???)								
3	00:40:56.09	IP_JA	Och, ganz arg (???)								
3	00:40:57.15	IP_EHEMANN	Und dann die Jungens dabei (???) das war ganz selbstverständlich.								
3	00:40:58.06	INT_AKE	Hm								
3	00:40:58.22	IP_JA	Ja.								
3	00:40:59.21	IP_JA	Aber die Mutter hat sich nicht um Näharbeiten und Stopfen gekümmert, das hat alles der Papa gemacht, trotz allem.								
3	00:41:00.12	INT_AKE	Ah								
3	00:41:06.02	IP_JA	Können Sie sich das vorstellen, das kann – konnte die Mutter noch nicht, die ist vergangenes Jahr gestorben mit 84 Jahren, ne.								
3	00:41:06.03	INT_AKE	Ah.								
3	00:41:11.15	INT_AKE	Hm								
3	00:41:12.22	IP_JA	Und da …								
3	00:41:13.00	INT_AKE	Haben Sie es jetzt gemacht? [amüsiert]								
3	00:41:14.15	IP_JA	Ja, wenn sie 'was hatte, hat sie ’s gebracht.								
3	00:41:15.15	INT_AKE	Hm								
3	00:41:16.13	IP_JA	Die letzten 2 Jahre war sie hier im Altenheim, aber sie konnte sich noch bis vor 'nem halben Jahr vor ihrem Tod noch wenigstens aufrecht halten und bewegen, obwohl sie seit 12 Jahren schon Krebs hatte, ne.								
3	00:41:25.20	INT_AKE	Hm.								
3	00:41:28.05	INT_AKE	Hm								
3	00:41:28.19	IP_JA	Aber sie ist auch hierher jedes Wochenende gekommen, ne.								
3	00:41:33.11	IP_JA	Also so war ’s nicht.								
3	00:41:33.20	IP_EHEMANN	Als der Opa ausgesperrt war aufgrund der Arbeitslosigkeit – ausgelöst nennt man das, glaub' ich, ja.								
3	00:41:39.22	IP_JA	Ausgesperrt.								
3	00:41:41.03	IP_EHEMANN	Oder ausgesperrt.								
3	00:41:41.24	IP_EHEMANN	Der hatte, glaub' ich, nur 12 Mark in der Woche.								
3	00:41:43.00	IP_JA	Wer aussperrt, gehört eingesperrt.								
3	00:41:45.00	INT_AKE	Ja								
3	00:41:45.05	IP_EHEMANN	Hat er, glaub' ich, nur 12 Mark in der Woche (bekommen ?)								
3	00:41:46.12	IP_JA	Das war, das war von der Wohlfahrt.								
3	00:41:46.23	INT_AKE	Hm								
3	00:41:48.10	IP_EHEMANN	Da muss man überlegen:								
3	00:41:49.12	IP_EHEMANN	Ne ganze Familie mit 12 Mark in der Woche.00:41:50.12								
3	00:41:51.01	INT_AKE	Ja ja.00:41:52.12 Hm00:41:53.06								
3	00:41:52.15	IP_JA	Ja, ich frag mich ja auch.								
3	00:41:54.05	INT_AKE	Und mit vier Kindern								
3	00:41:55.04	IP_JA	Und Sie haben ’s ja auch an der Kleidung gesehen.								
3	00:41:55.14	IP_EHEMANN	Und (vier Kinder ?)								
3	00:41:58.00	IP_JA	Bei uns im Haus wohnte eine Bergmannswitwe mit sieben Kindern, und das war die Frau, die uns eingenäht, eingehäkelt und alles hatte.								
3	00:42:00.05	INT_AKE	(???)								
3	00:42:08.08	IP_JA	Diese Frau (Karl ?)								
3	00:42:09.10	INT_AKE	Hm								
3	00:42:09.22	IP_JA	Dadurch …								
3	00:42:11.07	INT_AKE	Also wenn Ihr, Ihr Vater das nicht gemacht hat, dann, dann hat sie das gemacht?								
3	00:42:12.01	IP_JA	Da diente ...								
3	00:42:14.00	IP_JA	Ja, ja, er hat ja nur grobe Sachen gemacht, aber dass er die feinen Sachen hatte ...								
3	00:42:16.18	INT_AKE	Ach so, er ...								
3	00:42:17.18	INT_AKE	Hm								
3	00:42:19.03	IP_JA	Und die eine Tochter von der Frau (Karl ?) wurde nachher Schneiderin, sogar Meisterin, und wir gingen angezogen, also nur gearbeitet.								
3	00:42:28.22	INT_AKE	Hm								
3	00:42:29.05	IP_JA	Und das ging dann folgendermaßen:								
3	00:42:30.18	IP_JA	Mein Vater hat bei Zeiten Zutaten gekauft, und wenn 's dann soweit war, zum Beispiel Ostern, Pfingsten, Weihnachten, kriegten wir 'was Neues.								
3	00:42:40.20	INT_AKE	Hm								
3	00:42:42.04	IP_JA	Und dann hat die Paula (Karl ?) oder die Frau (Karl ?) entweder gehäkelt oder genäht, und das war dann unsere Bescherung.								
3	00:42:49.22	INT_AKE	Hm								
3	00:42:50.00	IP_JA	Und der Papa hat dann vorsorglich wieder die Näharbeit ...								
3	00:42:53.18	IP_JA	Da kostet so 'n Kleid beispielsweise 5 Mark, da war dann die Schlingearbeit dran oder Perlen.								
3	00:42:56.20	INT_AKE	Hm								
3	00:43:00.10	IP_JA	Ich kann Ihnen nicht sagen, was ich für Kleider hatte als Kind.								
3	00:43:04.06	INT_AKE	Hm								
3	00:43:04.23	IP_JA	Wenn auch nur eins oder zwei, aber die waren bildschön.								
3	00:43:09.00	INT_AKE	Also auf so 'was legte Ihr Vater dann auch Wert, dass (???)								
3	00:43:10.23	IP_JA	Ganz und gar.								
3	00:43:11.10	IP_EHEMANN	Der Willi kann 's bestätigen.								
3	00:43:12.08	IP_JA	Ganz und gar.								
3	00:43:12.24	IP_EHEMANN	Willi kann 's bestätigen.								
3	00:43:14.03	INT_AKE	Hm [lacht]								
3	00:43:14.08	IP_JA	Ganz und gar.								
3	00:43:15.04	IP_JA	Also das bezeugen wir alle schon von Baby an.								
3	00:43:17.18	INT_AKE	Hm								
3	00:43:18.11	IP_JA	Da hat mein Vater sehr großen ...								
3	00:43:20.12	IP_JA	Sogar zum Schneider ist er gegangen.								
3	00:43:23.04	INT_AKE	Für sich selber?								
3	00:43:23.14	IP_JA	Für sich.								
3	00:43:24.10	INT_AKE	Hm								
3	00:43:24.20	IP_JA	[laut] Ein Mantel, der hielt sein Leben lang.								
3	00:43:27.20	IP_JA	Dann, in jüngeren Jahren Anzüge und meine Brüder auch.								
3	00:43:31.10	INT_AKE	Hm								
3	00:43:31.18	IP_JA	Hier in der Hertastraße war der Meister.								
3	00:43:34.15	IP_JA	Also es wurde wirklich an uns selbst nach außen hin ...								
3	00:43:37.00	INT_AKE	Hm								
3	00:43:39.17	IP_JA	Nicht dass mein Vater überkandidelt war, er war sich seiner Klasse bewusst, dass er Arbeiter ist.								
3	00:43:46.02	IP_JA	Und darauf war er stolz.								
3	00:43:47.11	INT_AKE	Hm								
3	00:43:47.12	IP_JA	Er wollte nicht über seinen Horizont hinaus.								
3	00:43:50.10	IP_JA	Was ihm am Herzen lag, dass seine Kinder 'was lernen.								
3	00:43:54.02	INT_AKE	Hm								
3	00:43:54.16	IP_JA	Und das Wissen, das war für ihn die Voraussetzung.								
3	00:43:59.10	INT_AKE	Was, aus was für einer Familie kam denn der?								
3	00:44:01.05	INT_AKE	Was waren denn sein (???)								
3	00:44:01.19	IP_JA	Schneidermeister.								
3	00:44:02.22	INT_AKE	Ach so, Schneidermeister								
3	00:44:03.14	IP_JA	Aber ich hab' ja 'ne, so 'ne kleine Aufstellung, weil wir das ja beibringen mussten, als wir heirateten, mein Mann und ich, ne.								
3	00:44:05.02	INT_AKE	Hm.								
3	00:44:08.21	INT_AKE	Hm								
3	00:44:10.08	IP_EHEMANN	Sogenannten Ariernachweis (???)								
3	00:44:10.12	IP_JA	Also ...								
3	00:44:11.06	INT_AKE	Ja ja								
3	00:44:11.16	IP_JA	Ja, ja.								
3	00:44:12.12	IP_JA	Da sind zwei polnische Großmütter, also vorher, und die einen ...								
3	00:44:17.22	IP_JA	Dann kommen sie aus 'm (Krugwirt ?), der andere war Wirt, und jetzt der Großvater war Schneidermeister vom Papa her.								
3	00:44:25.15	INT_AKE	Hm								
3	00:44:27.18	IP_JA	Also mit ...								
3	00:44:28.12	IP_JA	Und der Vater hatte 'ne Metzgerlehre angefangen und ist dann mit 16 von da oben weggegangen.								
3	00:44:28.20	INT_AKE	(???)								
3	00:44:33.12	INT_AKE	Hm								
3	00:44:34.00	IP_JA	Da erzählte er auch so gerne von, wenn er dann Bestellungen auszuliefern hatte, ne, musste er sich extra 'n frisches Hemd anziehen, und dann die Schürze, die wurde dann so umgeschlagen, und dann kriegte er seine Holzschale, da wurde das Fleisch dann so schön …								
3	00:44:39.06	INT_AKE	Hm.								
3	00:44:42.18	INT_AKE	(???)								
3	00:44:47.20	INT_AKE	Hm								
3	00:44:50.08	IP_JA	Och, er konnte ja wunderba...								
3	00:44:51.15	IP_JA	<***>								
4	00:00:07.14	IP_JA	Als dann, als es zum Krieg nachher kam, und man schon an die alten Männer anging und die Jungen, die einzuberufen, das war, als ich noch, ich glaub', das war kurz bevor wir ausgebombt wurden.								
4	00:00:21.24	IP_JA	Dann sagt er:								
4	00:00:23.16	IP_JA	„Jetzt muss ich dir aber 'was erzählen – [leise] ich war zur Musterung.“								
4	00:00:28.06	INT_AKE	Hm								
4	00:00:29.06	IP_JA	Papa, der konnte manchmal so trockene Witze erzählen.								
4	00:00:31.16	IP_JA	Ich so:								
4	00:00:31.23	IP_JA	„Papa, du machst aber auch wieder Witze.“ [lacht]								
4	00:00:34.09	IP_JA	„Ja,“ sagt er, „da haben sie mich doch glatt genommen.								
4	00:00:39.15	IP_JA	Kavallerie z... zu Holzpferd, Fußspitzen zur Heimat und Hacken zur Front.“ [lacht]								
4	00:00:46.00	IP_EHEMANN	[lacht]								
4	00:00:46.05	INT_AKE	[lacht]								
4	00:00:48.05	IP_JA	Er konnte trockene Witze machen, aber er war im Allgemeinen sehr ernst.								
4	00:00:49.00	INT_AKE	Hm.								
4	00:00:51.14	INT_AKE	Hm.								
4	00:00:52.08	INT_AKE	Ähm, sagen Sie, hat ihre Mutter, hat die denn, äh, auch irgendwie so politische Arbeit gemacht (???)								
4	00:00:57.05	IP_JA	Gar nicht.								
4	00:00:58.00	INT_AKE	Nein								
4	00:00:58.05	IP_JA	Nein, bis zu ihrem Tod hat sie mir das nicht verziehen, dass ich Freundschaft hab' mit Russland, und mein Bruder wäre so zurückgekommen.								
4	00:01:06.22	INT_AKE	Hm								
4	00:01:07.03	IP_JA	„Konnten die nicht daneben schießen?"								
4	00:01:09.20	IP_JA	Zwei Tage vor ihrem Tod noch.								
4	00:01:11.18	INT_AKE	Hm.								
4	00:01:12.19	INT_AKE	Also die hat, die hat auch so vor 33 nichts in der (???)								
4	00:01:15.06	IP_JA	Nein.								
4	00:01:15.24	IP_JA	War auch ...								
4	00:01:16.17	IP_JA	Sie ging wohl mit, wenn Veranstaltungen waren, wir hatten ja früher sehr viele Feste, was man so Feste nennt – ich mein', das war ja das Leben der Partei, ne.								
4	00:01:25.15	INT_AKE	Ja ja, das sind so diese ganzen Vereinsaktivitäten, so wie Sie das vorher auch gesagt haben, mit Arbeiter-Sportbund und so								
4	00:01:27.03	IP_JA	Ja.								
4	00:01:28.19	IP_JA	Von ...								
4	00:01:29.05	IP_JA	Genau, ganz genau.								
4	00:01:30.23	IP_JA	Und, äh, vor allen Dingen die Theateraufführungen zu Weihnachten.								
4	00:01:34.00	INT_AKE	Hm								
4	00:01:35.08	IP_JA	Wir haben ja auch Weihnachten gefeiert, wenn auch nicht im christlichen Sinne.								
4	00:01:39.00	INT_AKE	Hm								
4	00:01:39.07	IP_JA	Unsere Lieder hatten auch die Melodien, aber andere Texte.								
4	00:01:42.19	INT_AKE	Hm								
4	00:01:43.02	IP_JA	Da kann ich mich noch genau drauf besinnen, ne.								
4	00:01:46.04	IP_JA	Und, äh, [kurze Pause] ein ...								
4	00:01:49.21	INT_AKE	Ihre Mutter wie Ihr Vater waren eigentlich von Haus aus katholisch oder?								
4	00:01:52.18	IP_JA	Mein Vater evangelisch.								
4	00:01:54.04	INT_AKE	Ach so, und Ihre Mutter war aber katholisch?								
4	00:01:55.01	IP_JA	Mutter, ja.								
4	00:01:56.05	INT_AKE	Ist die denn in der Kirche, in die Kirche gegangen, als Sie klein waren, oder?								
4	00:01:57.16	IP_JA	Ja, nein.								
4	00:01:59.15	IP_JA	Nein.								
4	00:02:01.00	IP_JA	Die Großmutter.								
4	00:02:02.02	IP_JA	Meine Mutter nicht.								
4	00:02:03.03	IP_JA	Auch jetzt nicht, als sie alt war.								
4	00:02:04.24	INT_AKE	Ach so								
4	00:02:05.04	IP_JA	Da war sie ja nun in diesem katholischen Altenheim, aber an ihrer religiösen Einstellung ...								
4	00:02:07.22	INT_AKE	Hm								
4	00:02:09.05	IP_EHEMANN	Doch da ging es so langsam los.								
4	00:02:12.02	INT_AKE	Langsam los, ist gut [lacht]								
4	00:02:13.10	IP_JA	Ja.								
4	00:02:14.08	IP_JA	An ihrer religiösen Einstellung hat sich das gar nicht geändert.								
4	00:02:17.08	INT_AKE	Hm								
4	00:02:17.19	IP_JA	Also das ist 'ne, 'ne Christin, [kurze Pause] die, die man nirgendwo einordnen kann, ne.								
4	00:02:24.08	IP_JA	Die sich ni...								
4	00:02:24.20	INT_AKE	Aber Sie alle sind eigentlich, Sie sind eben, äh ... [kurze Pause]								
4	00:02:29.24	INT_AKE	Sie sind mit 15 zur Erstkommunion gegangen, ne?								
4	00:02:31.11	IP_JA	Ja.								
4	00:02:32.03	IP_JA	Und meine Geschwister ...								
4	00:02:32.10	INT_AKE	Und Ihre Geschwister jünger, ne?								
4	00:02:34.08	IP_JA	Äh, also als ich 15 war, war meine Schwester 12, der Bruder, äh, war 13, kam dann kurz drauf aus der Schule, der Friedrich, der vermisst ist in Russland, und unser Heinrich ist 23 geboren, der war 10, ne.								
4	00:02:50.15	INT_AKE	Hm.								
4	00:02:53.10	INT_AKE	Und Sie, haben Sie selber denn das …								
4	00:02:53.11	IP_JA	Also ...								
4	00:02:54.20	INT_AKE	Also das, was mich jetzt daran interessiert, ist:								
4	00:02:56.17	INT_AKE	Sie ha... – sind ja nun offenbar, wenn ich Sie richtig verstanden hab', so in der Kommunistischen Jugendbewegung groß geworden, ne?								
4	00:03:00.06	IP_JA	Ja, ja								
4	00:03:01.23	INT_AKE	Und Ihre Geschwister wahrscheinlich alle auch (???)								
4	00:03:03.20	IP_JA	Ja, aber weniger.								
4	00:03:05.00	INT_AKE	Weniger?								
4	00:03:05.08	IP_JA	Ich war die Älteste								
4	00:03:05.21	INT_AKE	Ja, stimmt – ja, die haben am wenigsten davon mitgekriegt, ne?								
4	00:03:07.00	IP_JA	Ja, ich war die Älteste, und was man mir auch bis heute immer noch, das muss ich ehrlich sagen, ankreidet, ist, dass sie alle sagen, ich bin der Vater.								
4	00:03:08.08	INT_AKE	Hm								
4	00:03:09.19	IP_EHEMANN	Kronprinzessin (???)								
4	00:03:18.14	INT_AKE	Hm								
4	00:03:18.21	IP_JA	Ob das nun positiv eingeschätzt wird oder negativ, das ist ...								
4	00:03:22.12	INT_AKE	Ist 'ne andere Frage								
4	00:03:23.04	IP_JA	Ja, nein, aber es ist tatsächlich so, ne.								
4	00:03:25.10	INT_AKE	Hm								
4	00:03:26.13	IP_JA	Ähm, das hat auch meine Mutter immer nachher gesagt:								
4	00:03:29.16	IP_JA	„Also wenn man dich hört, meint man, das wäre der Papa.“								
4	00:03:32.07	INT_AKE	Hm								
4	00:03:32.22	IP_EHEMANN	Und da hat sie Recht.								
4	00:03:34.05	INT_AKE	[lacht]								
4	00:03:35.00	IP_JA	Ich meine, ich meine, mancher Mensch braucht vielleicht erst seine Zeit so wie, wie bei mir – wurde manches ja eben überlagert durch die Kinder und durch die Krankheit und dann auch das Engagement hier.								
4	00:03:35.09	IP_EHEMANN	Aber nicht, nicht im negativen Sinne, der Opa war ein wunderbarer Mann.								
4	00:03:36.11	INT_AKE	Nee nee.								
4	00:03:41.16	INT_AKE	Hm.								
4	00:03:48.16	INT_AKE	Hm								
4	00:03:49.00	IP_JA	Ich war doch ans Haus gebunden, auch heute sind gewisse Tage, wo ich morgens nicht raus kann, weil wir Telefonanrufe, die Bestellungen und so dann annehmen, ne.								
4	00:03:59.08	INT_AKE	Hm								
4	00:03:59.16	IP_JA	Dann müssen wir beide uns eben so ablösen, ne.								
4	00:04:02.22	INT_AKE	Arrangieren, hm								
4	00:04:04.16	IP_JA	Abends ist das natürlich 'was anderes.								
4	00:04:06.12	IP_JA	Ja, und das hat mich dann ja auch sehr gehandikapt.								
4	00:04:08.18	INT_AKE	Hm.								
4	00:04:09.12	INT_AKE	Nee, also ich wollte jetzt eigentlich so auf, auf diese Zeit vor 33 raus, insofern als, äh, Sie doch da wahrscheinlich alles Freunde hatten – das wär' die Frage –, die also auch aus der Kommunistischen Jugendbewegung (???)								
4	00:04:23.14	IP_JA	Ja, großteils								
4	00:04:25.15	INT_AKE	Und mit der, mit dem, mit der Realschule da, mit der Mittelschule vielmehr, würd' ich mir 'mal vorstellen, dass da sehr wenig Leute waren, oder Mädchen auf der Schule waren, die damit 'was am – im Sinn hatten								
4	00:04:35.09	IP_JA	Zwei.								
4	00:04:37.00	IP_JA	Zwei.								
4	00:04:37.18	IP_JA	Eine Mitschülerin und ich.								
4	00:04:38.18	INT_AKE	Hm, ja								
4	00:04:39.12	IP_JA	Und die anderen waren alle religiös gebunden, ich hatte keinen Religionsunterricht.								
4	00:04:44.03	INT_AKE	Hm								
4	00:04:44.16	IP_JA	Bekam am 1. Mai frei, weil ich ja durch die Kinderorganisation schon aktiv war im Nelkenverkauf, und indem wir kleine Sketche machten bei der Maifeier, kleine Aufführungen je in welcher Altersstruktur wir waren – kann ich heute alle noch vorführen, [lacht] das war ja das Schöne.								
4	00:04:48.00	INT_AKE	Hm.								
4	00:05:04.00	INT_AKE	Hm. [amüsiert]								
4	00:05:07.08	INT_AKE	Ja								
4	00:05:08.14	IP_JA	Und das haben ja nachher die Nazis im umgekehrten Sinne ja auch dann abgeguckt, ne.								
4	00:05:13.14	INT_AKE	Ja, die Tricks sind ja abgeguckt (???)								
4	00:05:14.03	IP_JA	Diese Beschäftigung, die Reigen und alles das, ne.								
4	00:05:17.05	IP_JA	Und das war doch für uns das Einzige, was wir uns ja leisten konnten.								
4	00:05:21.14	INT_AKE	Hm								
4	00:05:21.23	IP_JA	Die Ausflüge, Wanderungen, und dann, ähm, war zu damaliger Zeit, wo heute ...								
4	00:05:30.15	IP_JA	Am Markt, Willi, was ist da heute, wo damals die Baracke gestanden hat? [kurze Pause]								
4	00:05:36.19	IP_JA	Musiktheater.								
4	00:05:39.00	IP_JA	Da war, war ein Barackenkomplex, und da haben wir uns auch mit der Kindergruppe öfter getroffen, man kann fast sagen täglich.								
4	00:05:42.11	INT_AKE	Hm								
4	00:05:48.14	IP_JA	Und diese Betti, die Sie vorhin gesehen haben, die wohnte damals in der Hochofenstraße und kam dann auf dem Wege bei uns vorbei und hat mich mitgenommen.								
4	00:05:55.17	INT_AKE	Hm								
4	00:05:56.22	IP_JA	Also ich war immer die Große.								
4	00:05:56.23	INT_AKE	Ach so.								
4	00:05:58.20	INT_AKE	Hm								
4	00:05:59.15	IP_JA	Ich war immer die Große und wurde auch als solche akzeptiert.								
4	00:06:02.20	INT_AKE	Also als Älteste oder als, auch als die, die das gesagt hat?								
4	00:06:04.00	IP_JA	Ja ja, das hieß dann „die Große".								
4	00:06:05.23	IP_JA	Ja, mit 12 Jahren war ich so wie jetzt und dann bin ich nicht mehr gewachsen.								
4	00:06:08.12	INT_AKE	Ach so. [lacht]								
4	00:06:10.01	INT_AKE	Ich auch.								
4	00:06:10.16	IP_JA	Ja, aber Sie haben noch mehr Größe, ne.								
4	00:06:10.20	INT_AKE	[lacht]								
4	00:06:11.20	INT_AKE	Ich bin vorher 'n bisschen gewachsen.								
4	00:06:14.00	IP_JA	Also das war schon alleine ...								
4	00:06:16.20	IP_JA	Dann kamen ...								
4	00:06:17.24	INT_AKE	Ja, ich meinte jetzt so:								
4	00:06:18.18	INT_AKE	Sind Sie, standen Sie da so au..., in der Schule denn außerhalb (???) ein bisschen außerhalb oder?								
4	00:06:21.05	IP_JA	Gar nicht, das sehen Sie doch. [nachdrücklich]								
4	00:06:23.06	IP_JA	Nein, das sehen Sie doch.								
4	00:06:23.23	INT_AKE	Nee, nach dem, was Sie sonst erzählt haben, eigentlich nicht oder?								
4	00:06:25.23	IP_JA	Nein, wie die Schülerinnen, die wussten ja alle, wer ich war und woher ich kam, auch die Jungen.								
4	00:06:29.13	INT_AKE	Hm								
4	00:06:30.03	IP_EHEMANN	Ja, hör 'mal, da müss..., da musst du jetzt noch folgendes sagen, nicht wahr, dass zu der damaligen Zeit die damalige KPD im Ruhrgebiet ganz (???) Menge Stimmen hatten – wenn ich mich nicht sogar irre, sogar sieben, sogar sieben, sieben Millionen.								
4	00:06:37.23	IP_JA	Ja, noch, äh ...								
4	00:06:42.15	INT_AKE	Ja, ja, (???)								
4	00:06:43.09	IP_JA	Die meisten.								
4	00:06:44.05	IP_JA	Ja ja, ja ja								
4	00:06:45.12	IP_EHEMANN	Ja, und (???) Ruhrgebiet.								
4	00:06:46.05	INT_AKE	Also Gelsenkirchen war ...								
4	00:06:46.17	IP_JA	Also ich hab' überhaupt ...								
4	00:06:48.10	IP_EHEMANN	Das gilt nicht nur für Gelsenkirchen, das gilt für Essen, für Wanne-Eickel, Bochum und so weiter, also deshalb ...								
4	00:06:50.16	INT_AKE	Ja, nee, ich weiß schon								
4	00:06:52.14	IP_JA	Ich hab' keine Diskriminierung und so an mir festgestellt.								
4	00:06:55.05	INT_AKE	Also die SPD war im Gegensatz zu ihrer heutigen Position war die im Ruhrgebiet vor, vor 33 'ne nicht vorhandene Kraft oder so (???)								
4	00:07:00.16	IP_JA	Hm								
4	00:07:01.03	IP_EHEMANN	Äh, ja, das, das, das würd' ich zwar nicht sagen, würde ich nicht sagen.								
4	00:07:02.10	IP_JA	Deswegen ja, aber ...								
4	00:07:03.11	INT_AKE	Ja, gut, das ist jetzt übertrieben gesagt, aber sie hat also im Ruhrgebiet im Vergleich zu ihrem, zum – zu ihrem Stimmenanteil im gesamten Reich damals, hatte sie im Ruhrgebiet sehr viel verhältnismäßig weniger Stimmen, während KPD und das Zentrum im Ruhrgebiet verhältnismäßig sehr viel stärker waren								
4	00:07:13.15	IP_JA	Hm.								
4	00:07:14.11	IP_JA	(???)								
4	00:07:15.18	IP_JA	Ja, sicher, genau.								
4	00:07:17.10	IP_EHEMANN	Das war ja der Grund, weshalb die Nazis hier im Ruhrgebiet ja (???) bekommen haben und hier, da konnten sie ja überhaupt nicht landen, ne.								
